"COU","Country","VAR","Variable","RISK","Risk","SEX","Sex","AGE","Age","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CRI","Costa Rica","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",363.53,,
"CRI","Costa Rica","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,156.111,,
"CRI","Costa Rica","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",152.76,,
"CRI","Costa Rica","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,215.603,,
"CRI","Costa Rica","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","ALL","All","2019","2019","USD","US Dollar","0","Units","2015","2015",210.77,,
"CZE","Czech Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,5.901,,
"CZE","Czech Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",3.54,,
"CZE","Czech Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,4.617,,
"CZE","Czech Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",1.35,,
"CZE","Czech Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,7.117,,
"CZE","Czech Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",2.19,,
"DNK","Denmark","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,7.075,,
"DNK","Denmark","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",5.97,,
"DNK","Denmark","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,6.762,,
"DNK","Denmark","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",2.78,,
"DNK","Denmark","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,7.37,,
"DNK","Denmark","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",3.19,,
"CHL","Chile","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,15.683,,
"CHL","Chile","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",7.99,,
"CHL","Chile","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,13.775,,
"CHL","Chile","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",3.44,,
"CHL","Chile","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,17.525,,
"CHL","Chile","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",4.54,,
"COL","Colombia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,34.252,,
"COL","Colombia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",11.7,,
"COL","Colombia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,29.267,,
"COL","Colombia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",4.89,,
"COL","Colombia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,39.017,,
"COL","Colombia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",6.81,,
"CRI","Costa Rica","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,16.975,,
"CRI","Costa Rica","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",7,,
"CRI","Costa Rica","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,15.433,,
"CRI","Costa Rica","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",3.11,,
"CRI","Costa Rica","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,18.446,,
"CRI","Costa Rica","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","LESSTHAN15","Less than 15 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",3.89,,
"CZE","Czech Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,136.787,,
"CZE","Czech Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",339.36,,
"CZE","Czech Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,68.037,,
"CZE","Czech Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",82.98,,
"CZE","Czech Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,203.265,,
"CZE","Czech Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",256.38,,
"DNK","Denmark","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,48.672,,
"DNK","Denmark","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",159.51,,
"DNK","Denmark","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,36.214,,
"DNK","Denmark","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",58.83,,
"DNK","Denmark","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,60.917,,
"DNK","Denmark","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",100.68,,
"CHL","Chile","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,100.208,,
"CHL","Chile","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",179.53,,
"CHL","Chile","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,66.581,,
"CHL","Chile","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",59.74,,
"CHL","Chile","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,133.941,,
"CHL","Chile","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",119.79,,
"COL","Colombia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,91.77,,
"COL","Colombia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",95,,
"COL","Colombia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,74.966,,
"COL","Colombia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",39.56,,
"COL","Colombia","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,109.245,,
"COL","Colombia","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",55.43,,
"CRI","Costa Rica","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,72.177,,
"CRI","Costa Rica","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",97.37,,
"CRI","Costa Rica","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,45.227,,
"CRI","Costa Rica","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",30.43,,
"CRI","Costa Rica","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,98.989,,
"CRI","Costa Rica","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","15TO64","15 to 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",66.94,,
"CZE","Czech Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","MORETHAN64","More than 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,2515.076,,
"CZE","Czech Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","MORETHAN64","More than 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",1902.86,,
"CZE","Czech Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","MORETHAN64","More than 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,2176.536,,
"CZE","Czech Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","FEMALE","Female","MORETHAN64","More than 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",951.99,,
"CZE","Czech Republic","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","MORETHAN64","More than 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,2978.974,,
"CZE","Czech Republic","SC_CAP","Welfare cost of premature deaths, USD per capita","PM_2_5_OUT","Ambient Particulate Matter","MALE","Male","MORETHAN64","More than 64 years old","2019","2019","USD","US Dollar","0","Units","2015","2015",950.87,,
"DNK","Denmark","MOR_CAP","Premature deaths, per million inhabitants","PM_2_5_OUT","Ambient Particulate Matter","BOTH","Both","MORETHAN64","More than 64 years old","2019","2019","1000000HAB","Per 1 000 000 inhabitants","0","Units",,,966.637,,
